satisfaction_id,consult_id,customer_id,survey_date,csat,nps,comment
SAT0400,CON0400,C148,2024-02-08,5,6,정말 친절하게 도와주셔서 감사해요!
SAT0401,CON0401,C149,2024-07-18,4,5,
SAT0402,CON0402,C149,2024-02-14,4,7,
SAT0403,CON0403,C149,2024-11-05,4,5,대체로 만족스러웠어요.
SAT0404,CON0404,C149,2024-12-09,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0405,CON0405,C151,2024-10-19,4,1,
SAT0406,CON0406,C151,2024-10-17,5,4,
SAT0407,CON0407,C151,2024-10-20,3,6,보통이에요.
SAT0408,CON0408,C151,2024-10-15,4,10,
SAT0409,CON0409,C151,2024-10-24,3,7,그럭저럭이에요.
SAT0410,CON0410,C152,2024-03-07,3,6,
SAT0411,CON0411,C152,2024-03-02,4,10,상담사가 친절했어요.
SAT0412,CON0412,C152,2024-12-28,4,7,
SAT0413,CON0413,C152,2024-07-14,1,7,너무 불만족스러워요.
SAT0414,CON0414,C153,2024-03-22,3,6,
SAT0415,CON0415,C153,2024-07-30,4,8,상담사가 친절했어요.
SAT0416,CON0416,C153,2024-09-20,2,7,개선이 필요한 것 같아요.
SAT0417,CON0417,C153,2024-11-02,5,7,
SAT0418,CON0418,C154,2024-01-08,4,10,상담사가 친절했어요.
SAT0419,CON0419,C154,2024-11-13,3,6,그럭저럭이에요.
SAT0420,CON0420,C154,2024-10-08,4,8,
SAT0421,CON0421,C155,2024-08-12,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0422,CON0422,C155,2024-12-17,2,6,
SAT0423,CON0423,C155,2024-08-06,3,5,
SAT0424,CON0424,C156,2024-08-26,4,7,
SAT0425,CON0425,C157,2024-12-31,4,6,도움이 됐습니다.
SAT0426,CON0426,C157,2024-04-13,4,2,상담사가 친절했어요.
SAT0427,CON0427,C157,2024-03-12,2,3,개선이 필요한 것 같아요.
SAT0428,CON0428,C157,2024-01-17,4,7,대체로 만족스러웠어요.
SAT0429,CON0429,C158,2024-12-22,4,5,도움이 됐습니다.
SAT0430,CON0430,C158,2024-06-18,3,6,
SAT0431,CON0431,C158,2024-02-03,2,6,개선이 필요한 것 같아요.
SAT0432,CON0432,C159,2024-08-03,4,4,상담사가 친절했어요.
SAT0433,CON0433,C159,2024-08-13,2,3,
SAT0434,CON0434,C159,2024-08-08,1,4,너무 불만족스러워요.
SAT0435,CON0435,C159,2024-08-12,2,3,기대보다 별로였어요.
SAT0436,CON0436,C159,2024-07-20,3,4,해결은 됐는데 시간이 좀 걸렸어요.
SAT0437,CON0437,C160,2024-06-20,2,4,
SAT0438,CON0438,C160,2024-07-24,3,7,보통이에요.
SAT0439,CON0439,C160,2024-01-20,4,5,도움이 됐습니다.
SAT0440,CON0440,C160,2024-03-16,2,7,처리가 느렸어요.
SAT0441,CON0441,C161,2024-05-15,4,4,대체로 만족스러웠어요.
SAT0442,CON0442,C161,2024-05-08,2,4,
SAT0443,CON0443,C161,2024-06-27,2,6,처리가 느렸어요.
SAT0444,CON0444,C162,2024-04-26,4,8,도움이 됐습니다.
SAT0445,CON0445,C163,2024-04-20,4,6,상담사가 친절했어요.
SAT0446,CON0446,C163,2024-12-21,2,8,개선이 필요한 것 같아요.
SAT0447,CON0447,C163,2024-08-23,4,3,대체로 만족스러웠어요.
SAT0448,CON0448,C164,2024-01-10,5,5,빠른 처리에 매우 만족합니다.
SAT0449,CON0449,C164,2024-12-29,1,0,전혀 해결이 안 됐어요.
SAT0450,CON0450,C165,2024-06-22,4,5,상담사가 친절했어요.
SAT0451,CON0451,C166,2024-05-19,2,7,기대보다 별로였어요.
SAT0452,CON0452,C166,2024-06-12,3,6,
SAT0453,CON0453,C167,2024-04-01,3,6,
SAT0454,CON0454,C168,2024-10-29,4,7,대체로 만족스러웠어요.
SAT0455,CON0455,C168,2024-07-04,4,5,
SAT0456,CON0456,C169,2024-02-01,3,7,그럭저럭이에요.
SAT0457,CON0457,C169,2024-11-28,4,10,상담사가 친절했어요.
SAT0458,CON0458,C169,2024-03-25,5,6,빠른 처리에 매우 만족합니다.
SAT0459,CON0459,C170,2024-03-19,3,7,
SAT0460,CON0460,C170,2024-09-10,4,6,도움이 됐습니다.
SAT0461,CON0461,C170,2024-12-12,3,7,
SAT0462,CON0462,C171,2024-07-30,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT0463,CON0463,C171,2024-09-16,3,1,
SAT0464,CON0464,C171,2024-09-03,3,0,
SAT0465,CON0465,C171,2024-09-03,1,2,다음엔 이용하고 싶지 않아요.
SAT0466,CON0466,C171,2024-09-16,2,4,처리가 느렸어요.
SAT0467,CON0467,C172,2024-11-19,1,3,
SAT0468,CON0468,C172,2024-09-19,3,4,그럭저럭이에요.
SAT0469,CON0469,C172,2024-10-13,4,9,대체로 만족스러웠어요.
SAT0470,CON0470,C173,2024-07-25,4,6,도움이 됐습니다.
SAT0471,CON0471,C173,2024-05-08,3,4,그럭저럭이에요.
SAT0472,CON0472,C174,2024-01-03,3,7,보통이에요.
SAT0473,CON0473,C174,2024-04-18,2,6,개선이 필요한 것 같아요.
SAT0474,CON0474,C174,2024-01-28,5,4,
SAT0475,CON0475,C175,2024-05-05,4,7,
SAT0476,CON0476,C175,2024-06-01,3,8,해결은 됐는데 시간이 좀 걸렸어요.
SAT0477,CON0477,C175,2024-10-31,3,9,해결은 됐는데 시간이 좀 걸렸어요.
SAT0478,CON0478,C176,2024-11-06,4,6,대체로 만족스러웠어요.
SAT0479,CON0479,C177,2024-09-03,5,8,문제가 바로 해결됐어요. 최고입니다.
SAT0480,CON0480,C177,2024-02-08,3,6,그럭저럭이에요.
SAT0481,CON0481,C178,2024-10-28,2,6,
SAT0482,CON0482,C178,2024-12-29,3,2,그럭저럭이에요.
SAT0483,CON0483,C178,2024-06-30,4,4,도움이 됐습니다.
SAT0484,CON0484,C178,2024-02-19,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT0485,CON0485,C179,2024-07-04,4,7,대체로 만족스러웠어요.
SAT0486,CON0486,C179,2024-06-10,3,6,해결은 됐는데 시간이 좀 걸렸어요.
SAT0487,CON0487,C179,2024-10-21,2,4,
SAT0488,CON0488,C180,2024-09-19,4,8,상담사가 친절했어요.
SAT0489,CON0489,C181,2024-03-31,3,7,보통이에요.
SAT0490,CON0490,C181,2024-06-23,3,6,보통이에요.
SAT0491,CON0491,C181,2024-09-18,5,9,문제가 바로 해결됐어요. 최고입니다.
SAT0492,CON0492,C181,2024-05-26,4,5,
SAT0493,CON0493,C182,2024-01-25,3,8,해결은 됐는데 시간이 좀 걸렸어요.
SAT0494,CON0494,C183,2024-05-01,3,6,
SAT0495,CON0495,C183,2024-03-16,4,4,
SAT0496,CON0496,C183,2024-10-02,5,5,빠른 처리에 매우 만족합니다.
SAT0497,CON0497,C183,2024-01-08,2,5,기대보다 별로였어요.
SAT0498,CON0498,C184,2024-09-29,3,6,보통이에요.
SAT0499,CON0499,C184,2024-12-11,4,6,도움이 됐습니다.
SAT0500,CON0500,C184,2024-08-28,4,6,상담사가 친절했어요.
SAT0501,CON0501,C184,2024-03-09,4,5,도움이 됐습니다.
SAT0502,CON0502,C185,2024-01-19,5,6,문제가 바로 해결됐어요. 최고입니다.
SAT0503,CON0503,C185,2024-07-14,3,5,그럭저럭이에요.
SAT0504,CON0504,C186,2024-12-16,5,7,정말 친절하게 도와주셔서 감사해요!
SAT0505,CON0505,C186,2024-12-08,2,1,개선이 필요한 것 같아요.
SAT0506,CON0506,C186,2024-04-30,4,7,도움이 됐습니다.
SAT0507,CON0507,C186,2024-05-06,5,8,문제가 바로 해결됐어요. 최고입니다.
SAT0508,CON0508,C187,2024-07-15,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0509,CON0509,C187,2024-10-27,4,6,상담사가 친절했어요.
SAT0510,CON0510,C188,2024-05-13,4,5,대체로 만족스러웠어요.
SAT0511,CON0511,C188,2024-02-08,2,6,개선이 필요한 것 같아요.
SAT0512,CON0512,C188,2024-07-24,4,9,
SAT0513,CON0513,C188,2024-03-19,3,4,보통이에요.
SAT0514,CON0514,C189,2024-06-25,4,7,상담사가 친절했어요.
SAT0515,CON0515,C189,2024-12-06,2,2,처리가 느렸어요.
SAT0516,CON0516,C190,2024-12-31,4,4,
SAT0517,CON0517,C190,2024-03-23,5,3,정말 친절하게 도와주셔서 감사해요!
SAT0518,CON0518,C191,2024-07-03,3,1,보통이에요.
SAT0519,CON0519,C191,2024-01-05,2,2,개선이 필요한 것 같아요.
SAT0520,CON0520,C191,2024-02-13,2,4,처리가 느렸어요.
SAT0521,CON0521,C191,2024-08-17,3,9,
SAT0522,CON0522,C192,2024-03-26,5,6,정말 친절하게 도와주셔서 감사해요!
SAT0523,CON0523,C192,2024-12-31,4,9,대체로 만족스러웠어요.
SAT0524,CON0524,C192,2024-11-06,2,8,기대보다 별로였어요.
SAT0525,CON0525,C192,2024-11-17,2,4,기대보다 별로였어요.
SAT0526,CON0526,C193,2024-09-24,3,6,그럭저럭이에요.
SAT0527,CON0527,C193,2024-01-07,3,5,
SAT0528,CON0528,C195,2024-05-19,4,5,도움이 됐습니다.
SAT0529,CON0529,C195,2024-12-25,4,6,대체로 만족스러웠어요.
SAT0530,CON0530,C195,2024-03-26,2,6,기대보다 별로였어요.
SAT0531,CON0531,C196,2024-08-01,4,5,
SAT0532,CON0532,C196,2024-10-11,2,5,기대보다 별로였어요.
SAT0533,CON0533,C196,2024-05-28,2,5,기대보다 별로였어요.
SAT0534,CON0534,C196,2024-02-18,4,5,상담사가 친절했어요.
SAT0535,CON0535,C197,2024-02-09,3,7,
SAT0536,CON0536,C197,2024-07-23,3,6,그럭저럭이에요.
SAT0537,CON0537,C198,2024-10-28,3,7,
SAT0538,CON0538,C198,2024-03-09,4,2,도움이 됐습니다.
SAT0539,CON0539,C199,2024-01-30,4,8,상담사가 친절했어요.
SAT0540,CON0540,C199,2024-02-12,5,6,빠른 처리에 매우 만족합니다.
SAT0541,CON0541,C201,2024-03-18,3,5,그럭저럭이에요.
SAT0542,CON0542,C201,2024-05-19,3,9,해결은 됐는데 시간이 좀 걸렸어요.
SAT0543,CON0543,C201,2024-06-23,3,6,
SAT0544,CON0544,C201,2024-11-01,4,4,
SAT0545,CON0545,C202,2024-02-24,4,5,상담사가 친절했어요.
SAT0546,CON0546,C202,2024-05-09,4,5,도움이 됐습니다.
SAT0547,CON0547,C203,2024-07-24,4,5,대체로 만족스러웠어요.
SAT0548,CON0548,C203,2024-02-17,3,8,그럭저럭이에요.
SAT0549,CON0549,C204,2024-12-14,3,4,보통이에요.
SAT0550,CON0550,C204,2024-10-03,2,5,
SAT0551,CON0551,C204,2024-09-10,4,6,도움이 됐습니다.
SAT0552,CON0552,C204,2024-07-07,3,5,
SAT0553,CON0553,C205,2024-04-26,3,6,
SAT0554,CON0554,C206,2024-08-02,5,4,문제가 바로 해결됐어요. 최고입니다.
SAT0555,CON0555,C207,2024-09-17,2,6,
SAT0556,CON0556,C207,2024-09-16,4,9,
SAT0557,CON0557,C207,2024-09-12,3,6,그럭저럭이에요.
SAT0558,CON0558,C207,2024-09-21,2,1,처리가 느렸어요.
SAT0559,CON0559,C207,2024-09-03,4,3,상담사가 친절했어요.
SAT0560,CON0560,C208,2024-02-11,3,8,해결은 됐는데 시간이 좀 걸렸어요.
SAT0561,CON0561,C209,2024-06-05,4,5,상담사가 친절했어요.
SAT0562,CON0562,C209,2024-09-12,2,0,
SAT0563,CON0563,C209,2024-06-06,4,4,대체로 만족스러웠어요.
SAT0564,CON0564,C209,2024-09-06,5,6,빠른 처리에 매우 만족합니다.
SAT0565,CON0565,C210,2024-03-19,3,8,보통이에요.
SAT0566,CON0566,C210,2024-06-06,5,6,빠른 처리에 매우 만족합니다.
SAT0567,CON0567,C211,2024-01-13,4,6,상담사가 친절했어요.
SAT0568,CON0568,C211,2024-08-23,3,8,그럭저럭이에요.
SAT0569,CON0569,C212,2024-10-30,4,4,상담사가 친절했어요.
SAT0570,CON0570,C212,2025-01-01,3,5,
SAT0571,CON0571,C212,2024-12-26,3,8,그럭저럭이에요.
SAT0572,CON0572,C212,2024-07-09,3,4,보통이에요.
SAT0573,CON0573,C213,2024-06-23,3,8,그럭저럭이에요.
SAT0574,CON0574,C214,2024-08-27,3,4,
SAT0575,CON0575,C215,2024-12-31,4,7,상담사가 친절했어요.
SAT0576,CON0576,C215,2024-11-16,4,9,대체로 만족스러웠어요.
SAT0577,CON0577,C216,2024-02-10,3,3,
SAT0578,CON0578,C216,2024-01-18,4,5,
SAT0579,CON0579,C217,2024-05-02,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0580,CON0580,C217,2024-12-04,4,6,상담사가 친절했어요.
SAT0581,CON0581,C217,2024-03-22,4,7,
SAT0582,CON0582,C218,2024-04-17,3,7,보통이에요.
SAT0583,CON0583,C218,2024-11-17,4,8,도움이 됐습니다.
SAT0584,CON0584,C218,2024-05-20,5,8,정말 친절하게 도와주셔서 감사해요!
SAT0585,CON0585,C218,2024-12-11,3,6,
SAT0586,CON0586,C219,2024-08-15,3,3,그럭저럭이에요.
SAT0587,CON0587,C219,2024-02-16,3,5,보통이에요.
SAT0588,CON0588,C219,2024-06-24,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0589,CON0589,C220,2024-05-27,5,5,문제가 바로 해결됐어요. 최고입니다.
SAT0590,CON0590,C220,2024-10-16,1,7,너무 불만족스러워요.
SAT0591,CON0591,C220,2024-04-16,2,3,개선이 필요한 것 같아요.
SAT0592,CON0592,C220,2024-05-15,3,6,보통이에요.
SAT0593,CON0593,C221,2024-02-19,4,8,상담사가 친절했어요.
SAT0594,CON0594,C221,2024-01-20,3,7,그럭저럭이에요.
SAT0595,CON0595,C221,2024-03-14,4,5,대체로 만족스러웠어요.
SAT0596,CON0596,C222,2024-07-09,1,2,다음엔 이용하고 싶지 않아요.
SAT0597,CON0597,C222,2024-06-05,3,6,
SAT0598,CON0598,C222,2024-06-12,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT0599,CON0599,C222,2024-06-24,1,2,다음엔 이용하고 싶지 않아요.
SAT0600,CON0600,C222,2024-05-25,2,4,개선이 필요한 것 같아요.
SAT0601,CON0601,C222,2024-07-06,2,2,처리가 느렸어요.
SAT0602,CON0602,C222,2024-06-18,3,3,해결은 됐는데 시간이 좀 걸렸어요.
SAT0603,CON0603,C222,2024-06-29,2,4,
SAT0604,CON0604,C223,2024-01-24,4,5,
SAT0605,CON0605,C223,2024-11-09,4,3,
SAT0606,CON0606,C223,2024-12-24,4,4,상담사가 친절했어요.
SAT0607,CON0607,C223,2024-12-22,4,9,상담사가 친절했어요.
SAT0608,CON0608,C224,2024-09-26,5,5,빠른 처리에 매우 만족합니다.
SAT0609,CON0609,C224,2024-10-19,1,2,전혀 해결이 안 됐어요.
SAT0610,CON0610,C224,2024-10-07,4,7,상담사가 친절했어요.
SAT0611,CON0611,C224,2024-09-24,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0612,CON0612,C224,2024-09-24,3,5,그럭저럭이에요.
SAT0613,CON0613,C225,2024-10-25,4,6,
SAT0614,CON0614,C225,2024-11-21,3,4,그럭저럭이에요.
SAT0615,CON0615,C225,2024-11-05,4,5,
SAT0616,CON0616,C225,2024-10-12,4,6,상담사가 친절했어요.
SAT0617,CON0617,C225,2024-10-18,4,8,대체로 만족스러웠어요.
SAT0618,CON0618,C225,2024-10-10,5,8,문제가 바로 해결됐어요. 최고입니다.
SAT0619,CON0619,C226,2024-06-14,3,5,
SAT0620,CON0620,C226,2024-04-05,4,7,상담사가 친절했어요.
SAT0621,CON0621,C227,2024-10-26,4,6,도움이 됐습니다.
SAT0622,CON0622,C228,2024-09-30,1,3,다음엔 이용하고 싶지 않아요.
SAT0623,CON0623,C228,2024-09-03,5,6,빠른 처리에 매우 만족합니다.
SAT0624,CON0624,C228,2024-10-12,3,2,해결은 됐는데 시간이 좀 걸렸어요.
SAT0625,CON0625,C228,2024-09-25,3,2,그럭저럭이에요.
SAT0626,CON0626,C228,2024-09-12,5,6,정말 친절하게 도와주셔서 감사해요!
SAT0627,CON0627,C229,2024-11-21,3,0,해결은 됐는데 시간이 좀 걸렸어요.
SAT0628,CON0628,C229,2024-10-02,3,8,그럭저럭이에요.
SAT0629,CON0629,C229,2024-11-16,3,4,
SAT0630,CON0630,C229,2024-10-31,2,3,개선이 필요한 것 같아요.
SAT0631,CON0631,C229,2024-10-17,3,7,
SAT0632,CON0632,C231,2024-06-06,1,3,전혀 해결이 안 됐어요.
SAT0633,CON0633,C231,2024-04-18,2,4,처리가 느렸어요.
SAT0634,CON0634,C232,2024-09-06,3,5,그럭저럭이에요.
SAT0635,CON0635,C232,2024-08-29,2,7,기대보다 별로였어요.
SAT0636,CON0636,C233,2024-07-27,3,4,
SAT0637,CON0637,C233,2024-12-23,4,9,대체로 만족스러웠어요.
SAT0638,CON0638,C233,2024-08-16,5,8,문제가 바로 해결됐어요. 최고입니다.
SAT0639,CON0639,C233,2024-05-28,4,5,
SAT0640,CON0640,C234,2024-01-15,4,6,상담사가 친절했어요.
SAT0641,CON0641,C234,2024-06-09,3,6,
SAT0642,CON0642,C235,2024-07-28,3,8,해결은 됐는데 시간이 좀 걸렸어요.
SAT0643,CON0643,C235,2024-09-22,2,6,개선이 필요한 것 같아요.
SAT0644,CON0644,C235,2024-07-08,4,7,
SAT0645,CON0645,C235,2024-09-17,5,5,정말 친절하게 도와주셔서 감사해요!
SAT0646,CON0646,C236,2024-03-24,3,7,
SAT0647,CON0647,C236,2024-04-17,3,5,
SAT0648,CON0648,C236,2024-01-03,3,8,보통이에요.
SAT0649,CON0649,C237,2024-08-05,5,3,문제가 바로 해결됐어요. 최고입니다.
SAT0650,CON0650,C237,2024-03-11,4,6,
SAT0651,CON0651,C237,2024-01-05,2,2,기대보다 별로였어요.
SAT0652,CON0652,C239,2024-05-24,3,1,
SAT0653,CON0653,C240,2024-02-06,3,4,
SAT0654,CON0654,C240,2024-04-12,2,4,개선이 필요한 것 같아요.
SAT0655,CON0655,C240,2024-07-29,3,5,
SAT0656,CON0656,C240,2024-06-23,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0657,CON0657,C241,2024-06-21,3,5,
SAT0658,CON0658,C242,2024-12-20,2,1,처리가 느렸어요.
SAT0659,CON0659,C242,2024-04-21,5,5,정말 친절하게 도와주셔서 감사해요!
SAT0660,CON0660,C242,2024-08-17,4,3,도움이 됐습니다.
SAT0661,CON0661,C243,2024-12-11,3,10,
SAT0662,CON0662,C243,2024-11-25,4,6,대체로 만족스러웠어요.
SAT0663,CON0663,C244,2024-08-14,4,8,상담사가 친절했어요.
SAT0664,CON0664,C244,2024-12-02,5,7,빠른 처리에 매우 만족합니다.
SAT0665,CON0665,C244,2024-03-01,4,6,대체로 만족스러웠어요.
SAT0666,CON0666,C245,2024-02-16,3,5,그럭저럭이에요.
SAT0667,CON0667,C245,2024-08-29,3,6,보통이에요.
SAT0668,CON0668,C245,2024-03-28,4,6,도움이 됐습니다.
SAT0669,CON0669,C246,2024-10-14,5,6,
SAT0670,CON0670,C246,2024-06-03,3,6,보통이에요.
SAT0671,CON0671,C246,2024-08-08,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT0672,CON0672,C247,2024-02-14,2,5,처리가 느렸어요.
SAT0673,CON0673,C247,2024-01-22,5,6,
SAT0674,CON0674,C247,2024-03-13,3,5,그럭저럭이에요.
SAT0675,CON0675,C247,2024-09-12,4,7,대체로 만족스러웠어요.
SAT0676,CON0676,C248,2024-07-23,4,6,대체로 만족스러웠어요.
SAT0677,CON0677,C248,2024-10-16,4,5,상담사가 친절했어요.
SAT0678,CON0678,C248,2024-09-14,3,10,그럭저럭이에요.
SAT0679,CON0679,C248,2024-09-11,3,3,보통이에요.
SAT0680,CON0680,C249,2024-05-07,4,6,상담사가 친절했어요.
SAT0681,CON0681,C249,2024-01-27,2,6,기대보다 별로였어요.
SAT0682,CON0682,C249,2024-08-12,3,8,보통이에요.
SAT0683,CON0683,C250,2024-02-27,3,5,그럭저럭이에요.
SAT0684,CON0684,C250,2024-02-01,2,5,
SAT0685,CON0685,C250,2024-10-08,4,9,상담사가 친절했어요.
SAT0686,CON0686,C251,2024-11-22,3,5,보통이에요.
SAT0687,CON0687,C251,2024-11-30,3,3,
SAT0688,CON0688,C251,2024-11-05,4,5,상담사가 친절했어요.
SAT0689,CON0689,C251,2024-10-24,3,9,보통이에요.
SAT0690,CON0690,C251,2024-11-10,3,8,해결은 됐는데 시간이 좀 걸렸어요.
SAT0691,CON0691,C251,2024-11-27,2,2,기대보다 별로였어요.
SAT0692,CON0692,C252,2024-10-13,4,3,
SAT0693,CON0693,C252,2024-03-05,2,3,기대보다 별로였어요.
SAT0694,CON0694,C252,2024-06-03,2,4,처리가 느렸어요.
SAT0695,CON0695,C253,2024-02-13,3,3,보통이에요.
SAT0696,CON0696,C253,2024-09-10,4,7,대체로 만족스러웠어요.
SAT0697,CON0697,C253,2024-09-01,2,6,개선이 필요한 것 같아요.
SAT0698,CON0698,C254,2024-05-08,4,8,도움이 됐습니다.
SAT0699,CON0699,C254,2024-12-27,3,9,보통이에요.
SAT0700,CON0700,C254,2024-02-24,2,7,기대보다 별로였어요.
SAT0701,CON0701,C255,2024-05-25,4,8,도움이 됐습니다.
SAT0702,CON0702,C255,2024-07-19,3,7,보통이에요.
SAT0703,CON0703,C255,2024-05-31,4,4,상담사가 친절했어요.
SAT0704,CON0704,C255,2024-01-04,5,5,
SAT0705,CON0705,C256,2024-12-20,3,5,그럭저럭이에요.
SAT0706,CON0706,C256,2024-07-03,2,4,처리가 느렸어요.
SAT0707,CON0707,C256,2024-01-27,3,2,그럭저럭이에요.
SAT0708,CON0708,C256,2024-07-12,4,5,도움이 됐습니다.
SAT0709,CON0709,C257,2024-07-07,3,5,
SAT0710,CON0710,C257,2024-10-28,4,6,도움이 됐습니다.
SAT0711,CON0711,C258,2024-08-28,4,6,대체로 만족스러웠어요.
SAT0712,CON0712,C259,2024-08-16,3,3,
SAT0713,CON0713,C259,2024-12-21,5,8,정말 친절하게 도와주셔서 감사해요!
SAT0714,CON0714,C259,2024-01-24,3,4,보통이에요.
SAT0715,CON0715,C260,2024-02-04,3,9,해결은 됐는데 시간이 좀 걸렸어요.
SAT0716,CON0716,C261,2024-06-13,3,8,보통이에요.
SAT0717,CON0717,C261,2024-12-19,4,5,
SAT0718,CON0718,C262,2024-02-07,4,6,도움이 됐습니다.
SAT0719,CON0719,C262,2024-07-31,4,5,대체로 만족스러웠어요.
SAT0720,CON0720,C263,2024-10-18,4,7,대체로 만족스러웠어요.
SAT0721,CON0721,C264,2024-01-05,3,8,해결은 됐는데 시간이 좀 걸렸어요.
SAT0722,CON0722,C265,2024-08-25,4,5,대체로 만족스러웠어요.
SAT0723,CON0723,C265,2024-02-26,5,9,빠른 처리에 매우 만족합니다.
SAT0724,CON0724,C266,2024-12-27,3,6,
SAT0725,CON0725,C267,2024-10-16,2,7,개선이 필요한 것 같아요.
SAT0726,CON0726,C268,2024-02-19,4,6,상담사가 친절했어요.
SAT0727,CON0727,C268,2024-11-26,4,4,대체로 만족스러웠어요.
SAT0728,CON0728,C268,2024-10-19,4,7,대체로 만족스러웠어요.
SAT0729,CON0729,C268,2024-10-01,3,4,
SAT0730,CON0730,C269,2024-12-24,4,6,
SAT0731,CON0731,C269,2024-04-17,3,8,보통이에요.
SAT0732,CON0732,C269,2024-11-03,5,7,문제가 바로 해결됐어요. 최고입니다.
SAT0733,CON0733,C269,2024-06-30,3,5,해결은 됐는데 시간이 좀 걸렸어요.
SAT0734,CON0734,C270,2024-02-09,4,4,도움이 됐습니다.
SAT0735,CON0735,C270,2024-06-09,3,6,
SAT0736,CON0736,C270,2024-08-29,4,2,상담사가 친절했어요.
SAT0737,CON0737,C271,2024-08-25,4,4,대체로 만족스러웠어요.
SAT0738,CON0738,C271,2024-12-12,3,4,
SAT0739,CON0739,C271,2024-04-08,4,7,대체로 만족스러웠어요.
SAT0740,CON0740,C271,2024-10-27,4,5,
SAT0741,CON0741,C272,2024-07-20,4,8,대체로 만족스러웠어요.
SAT0742,CON0742,C272,2024-08-03,3,3,
SAT0743,CON0743,C272,2024-08-11,2,5,
SAT0744,CON0744,C272,2024-08-06,1,1,전혀 해결이 안 됐어요.
SAT0745,CON0745,C273,2024-04-08,3,4,
SAT0746,CON0746,C273,2024-05-01,2,5,기대보다 별로였어요.
SAT0747,CON0747,C273,2024-08-23,3,5,보통이에요.
SAT0748,CON0748,C274,2024-06-21,4,5,도움이 됐습니다.
SAT0749,CON0749,C274,2024-09-20,3,6,해결은 됐는데 시간이 좀 걸렸어요.
SAT0750,CON0750,C274,2024-11-23,4,7,도움이 됐습니다.
SAT0751,CON0751,C275,2024-06-23,2,9,
SAT0752,CON0752,C275,2024-06-10,3,6,그럭저럭이에요.
SAT0753,CON0753,C275,2024-06-08,4,6,
SAT0754,CON0754,C275,2024-08-09,3,4,보통이에요.
SAT0755,CON0755,C276,2024-10-28,2,5,
SAT0756,CON0756,C276,2024-10-28,2,5,처리가 느렸어요.
SAT0757,CON0757,C276,2024-09-27,5,6,정말 친절하게 도와주셔서 감사해요!
SAT0758,CON0758,C276,2024-09-20,4,7,
SAT0759,CON0759,C276,2024-10-17,4,2,상담사가 친절했어요.
SAT0760,CON0760,C276,2024-09-15,5,7,정말 친절하게 도와주셔서 감사해요!
SAT0761,CON0761,C277,2024-05-26,4,6,상담사가 친절했어요.
SAT0762,CON0762,C277,2024-07-25,3,6,보통이에요.
SAT0763,CON0763,C277,2024-02-18,3,6,
SAT0764,CON0764,C277,2024-11-24,3,1,그럭저럭이에요.
SAT0765,CON0765,C278,2024-09-16,3,4,
SAT0766,CON0766,C278,2024-08-09,4,8,상담사가 친절했어요.
SAT0767,CON0767,C278,2024-09-22,2,2,기대보다 별로였어요.
SAT0768,CON0768,C278,2024-08-26,3,7,
SAT0769,CON0769,C278,2024-09-17,2,0,
SAT0770,CON0770,C278,2024-08-29,4,2,
SAT0771,CON0771,C278,2024-09-07,1,0,
SAT0772,CON0772,C279,2024-06-02,3,6,그럭저럭이에요.
SAT0773,CON0773,C280,2024-07-11,2,5,
SAT0774,CON0774,C280,2024-06-30,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT0775,CON0775,C280,2024-07-18,1,0,너무 불만족스러워요.
SAT0776,CON0776,C280,2024-07-24,1,0,다음엔 이용하고 싶지 않아요.
SAT0777,CON0777,C280,2024-07-13,4,7,상담사가 친절했어요.
SAT0778,CON0778,C280,2024-07-04,4,5,상담사가 친절했어요.
SAT0779,CON0779,C281,2024-02-02,3,8,보통이에요.
SAT0780,CON0780,C281,2024-10-28,3,2,보통이에요.
SAT0781,CON0781,C281,2024-09-28,4,7,도움이 됐습니다.
SAT0782,CON0782,C282,2024-01-04,4,6,
SAT0783,CON0783,C282,2024-12-04,3,7,해결은 됐는데 시간이 좀 걸렸어요.
SAT0784,CON0784,C282,2024-06-30,4,5,상담사가 친절했어요.
SAT0785,CON0785,C283,2024-08-19,3,4,해결은 됐는데 시간이 좀 걸렸어요.
SAT0786,CON0786,C283,2024-10-21,3,5,그럭저럭이에요.
SAT0787,CON0787,C283,2024-08-14,3,5,그럭저럭이에요.
SAT0788,CON0788,C284,2024-06-10,5,5,
SAT0789,CON0789,C284,2024-12-10,2,6,기대보다 별로였어요.
SAT0790,CON0790,C284,2024-01-29,4,4,상담사가 친절했어요.
SAT0791,CON0791,C284,2024-07-26,4,5,
SAT0792,CON0792,C285,2024-04-17,2,6,처리가 느렸어요.
SAT0793,CON0793,C285,2024-06-10,2,6,
