consult_id,customer_id,consult_date,channel,category,duration_min,status,is_recontact,agent_id
CON0401,C149,2024-07-16,채팅,명의변경,10,미해결,Y,AG06
CON0402,C149,2024-02-11,전화,해지문의,28,완료,N,AG16
CON0403,C149,2024-11-03,전화,해지문의,29,완료,N,AG17
CON0404,C149,2024-12-08,채팅,요금문의,3,미해결,N,AG10
CON0405,C151,2024-10-17,이메일,요금문의,,미해결,N,AG04
CON0406,C151,2024-10-15,전화,장애신고,18,완료,N,AG14
CON0407,C151,2024-10-17,이메일,부가서비스,,재문의,N,AG16
CON0408,C151,2024-10-12,전화,기타,18,완료,N,AG01
CON0409,C151,2024-10-23,채팅,요금문의,12,완료,Y,AG01
CON0410,C152,2024-03-04,전화,해지문의,27,완료,N,AG20
CON0411,C152,2024-03-01,전화,해지문의,19,완료,N,AG07
CON0412,C152,2024-12-25,전화,요금문의,18,완료,N,AG05
CON0413,C152,2024-07-12,이메일,장애신고,,완료,N,AG09
CON0414,C153,2024-03-21,채팅,장애신고,6,재문의,N,AG12
CON0415,C153,2024-07-28,전화,장애신고,8,완료,N,AG18
CON0416,C153,2024-09-18,채팅,해지문의,10,완료,N,AG14
CON0417,C153,2024-11-01,전화,부가서비스,23,완료,N,AG18
CON0418,C154,2024-01-06,전화,장애신고,8,완료,Y,AG01
CON0419,C154,2024-11-12,채팅,해지문의,11,완료,N,AG09
CON0420,C154,2024-10-06,앱,부가서비스,9,완료,N,AG11
CON0421,C155,2024-08-09,채팅,요금문의,10,재문의,N,AG06
CON0422,C155,2024-12-16,채팅,해지문의,7,완료,N,AG07
CON0423,C155,2024-08-04,앱,명의변경,3,완료,N,AG14
CON0424,C156,2024-08-23,전화,요금문의,15,재문의,N,AG12
CON0425,C157,2024-12-28,전화,해지문의,24,재문의,N,AG04
CON0426,C157,2024-04-11,채팅,요금문의,13,재문의,N,AG08
CON0427,C157,2024-03-10,채팅,명의변경,8,완료,Y,AG06
CON0428,C157,2024-01-14,전화,해지문의,21,재문의,Y,AG09
CON0429,C158,2024-12-20,전화,명의변경,20,완료,N,AG05
CON0430,C158,2024-06-17,채팅,해지문의,7,완료,N,AG20
CON0431,C158,2024-02-01,앱,해지문의,7,미해결,N,AG20
CON0432,C159,2024-08-01,전화,기타,5,완료,N,AG20
CON0433,C159,2024-08-10,전화,장애신고,28,완료,N,AG03
CON0434,C159,2024-08-05,이메일,요금문의,,미해결,Y,AG01
CON0435,C159,2024-08-10,전화,요금문의,9,완료,Y,AG19
CON0436,C159,2024-07-19,채팅,요금문의,10,완료,Y,AG08
CON0437,C160,2024-06-17,채팅,해지문의,7,미해결,Y,AG20
CON0438,C160,2024-07-22,전화,장애신고,15,완료,Y,AG09
CON0439,C160,2024-01-19,전화,해지문의,23,완료,N,AG02
CON0440,C160,2024-03-15,채팅,해지문의,4,미해결,Y,AG04
CON0441,C161,2024-05-12,전화,부가서비스,28,완료,N,AG11
CON0442,C161,2024-05-06,채팅,요금문의,6,재문의,N,AG15
CON0443,C161,2024-06-24,전화,명의변경,10,완료,N,AG18
CON0444,C162,2024-04-24,전화,부가서비스,28,미해결,Y,AG19
CON0445,C163,2024-04-17,전화,장애신고,23,완료,N,AG11
CON0446,C163,2024-12-19,이메일,부가서비스,,재문의,N,AG20
CON0447,C163,2024-08-21,전화,요금문의,10,완료,N,AG10
CON0448,C164,2024-01-09,채팅,요금문의,8,완료,Y,AG08
CON0449,C164,2024-12-26,이메일,명의변경,,완료,N,AG06
CON0450,C165,2024-06-21,앱,해지문의,6,완료,Y,AG16
CON0451,C166,2024-05-16,이메일,기타,,재문의,N,AG13
CON0452,C166,2024-06-11,채팅,요금문의,12,완료,Y,AG05
CON0453,C167,2024-03-30,전화,해지문의,28,완료,N,AG05
CON0454,C168,2024-10-26,전화,요금문의,24,완료,N,AG17
CON0455,C168,2024-07-03,채팅,해지문의,5,재문의,N,AG15
CON0456,C169,2024-01-29,전화,요금문의,8,완료,Y,AG03
CON0457,C169,2024-11-25,전화,부가서비스,13,완료,N,AG04
CON0458,C169,2024-03-24,전화,장애신고,17,미해결,N,AG06
CON0459,C170,2024-03-18,채팅,기타,14,완료,N,AG13
CON0460,C170,2024-09-08,전화,장애신고,17,완료,N,AG19
CON0461,C170,2024-12-09,채팅,요금문의,9,미해결,N,AG19
CON0462,C171,2024-07-28,전화,해지문의,14,완료,N,AG19
CON0463,C171,2024-09-14,전화,장애신고,18,완료,N,AG07
CON0464,C171,2024-09-01,채팅,요금문의,5,미해결,N,AG18
CON0465,C171,2024-09-02,전화,명의변경,23,재문의,N,AG17
CON0466,C171,2024-09-13,채팅,명의변경,9,완료,Y,AG07
CON0467,C172,2024-11-18,이메일,명의변경,,완료,N,AG02
CON0468,C172,2024-09-16,전화,장애신고,31,완료,N,AG18
CON0469,C172,2024-10-10,채팅,요금문의,2,완료,N,AG07
CON0470,C173,2024-07-23,앱,해지문의,4,완료,Y,AG17
CON0471,C173,2024-05-07,이메일,요금문의,,완료,N,AG04
CON0472,C174,2024-01-02,전화,요금문의,6,미해결,Y,AG03
CON0473,C174,2024-04-17,앱,요금문의,3,완료,N,AG17
CON0474,C174,2024-01-26,전화,요금문의,5,재문의,N,AG13
CON0475,C175,2024-05-03,전화,장애신고,17,완료,N,AG03
CON0476,C175,2024-05-29,채팅,장애신고,11,완료,N,AG08
CON0477,C175,2024-10-28,전화,요금문의,21,완료,N,AG06
CON0478,C176,2024-11-05,채팅,장애신고,10,완료,N,AG12
CON0479,C177,2024-08-31,전화,기타,20,완료,N,AG19
CON0480,C177,2024-02-07,채팅,명의변경,4,완료,N,AG16
CON0481,C178,2024-10-25,이메일,부가서비스,,완료,N,AG02
CON0482,C178,2024-12-28,이메일,요금문의,,완료,Y,AG12
CON0483,C178,2024-06-29,채팅,명의변경,7,완료,Y,AG15
CON0484,C178,2024-02-17,전화,명의변경,18,재문의,N,AG03
CON0485,C179,2024-07-02,앱,해지문의,0,재문의,N,AG01
CON0486,C179,2024-06-08,채팅,부가서비스,3,재문의,N,AG13
CON0487,C179,2024-10-19,채팅,명의변경,9,완료,N,AG05
CON0488,C180,2024-09-16,이메일,요금문의,,미해결,N,AG10
CON0489,C181,2024-03-30,전화,해지문의,20,완료,N,AG19
CON0490,C181,2024-06-22,이메일,장애신고,,완료,Y,AG11
CON0491,C181,2024-09-16,전화,장애신고,16,완료,N,AG03
CON0492,C181,2024-05-25,채팅,요금문의,3,완료,N,AG03
CON0493,C182,2024-01-23,채팅,장애신고,7,미해결,N,AG16
CON0494,C183,2024-04-29,이메일,장애신고,,완료,N,AG20
CON0495,C183,2024-03-14,채팅,요금문의,5,완료,N,AG11
CON0496,C183,2024-10-01,전화,요금문의,19,재문의,N,AG15
CON0497,C183,2024-01-06,이메일,해지문의,,완료,N,AG02
CON0498,C184,2024-09-27,이메일,해지문의,,재문의,N,AG10
CON0499,C184,2024-12-09,전화,기타,21,미해결,N,AG18
CON0500,C184,2024-08-25,전화,요금문의,30,완료,N,AG08
CON0501,C184,2024-03-06,앱,해지문의,6,완료,N,AG16
CON0502,C185,2024-01-16,전화,해지문의,18,미해결,N,AG20
CON0503,C185,2024-07-12,전화,명의변경,22,완료,N,AG11
CON0504,C186,2024-12-14,전화,장애신고,28,재문의,N,AG09
CON0505,C186,2024-12-07,이메일,해지문의,,미해결,N,AG11
CON0506,C186,2024-04-27,전화,요금문의,12,완료,N,AG09
CON0507,C186,2024-05-03,전화,기타,10,완료,N,AG14
CON0508,C187,2024-07-13,앱,장애신고,3,완료,N,AG15
CON0509,C187,2024-10-24,전화,부가서비스,18,완료,N,AG10
CON0510,C188,2024-05-12,전화,요금문의,20,완료,N,AG09
CON0511,C188,2024-02-05,채팅,요금문의,8,완료,N,AG16
CON0512,C188,2024-07-21,전화,장애신고,3,미해결,Y,AG06
CON0513,C188,2024-03-18,전화,요금문의,32,미해결,N,AG20
CON0514,C189,2024-06-23,채팅,명의변경,8,완료,N,AG12
CON0515,C189,2024-12-05,이메일,해지문의,,미해결,N,AG20
CON0516,C190,2024-12-30,전화,요금문의,19,재문의,N,AG01
CON0517,C190,2024-03-22,채팅,부가서비스,5,미해결,N,AG08
CON0518,C191,2024-07-01,이메일,해지문의,,미해결,Y,AG20
CON0519,C191,2024-01-04,이메일,명의변경,,미해결,Y,AG11
CON0520,C191,2024-02-10,이메일,해지문의,,완료,N,AG20
CON0521,C191,2024-08-16,전화,요금문의,32,완료,N,AG16
CON0522,C192,2024-03-25,전화,명의변경,22,완료,N,AG10
CON0523,C192,2024-12-28,채팅,장애신고,5,미해결,Y,AG19
CON0524,C192,2024-11-04,채팅,요금문의,0,완료,N,AG10
CON0525,C192,2024-11-14,이메일,해지문의,,재문의,N,AG13
CON0526,C193,2024-09-22,채팅,기타,9,완료,N,AG17
CON0527,C193,2024-01-05,채팅,장애신고,9,미해결,N,AG04
CON0528,C195,2024-05-18,채팅,부가서비스,6,미해결,Y,AG12
CON0529,C195,2024-12-24,전화,해지문의,24,완료,Y,AG13
CON0530,C195,2024-03-23,전화,해지문의,14,재문의,N,AG02
CON0531,C196,2024-07-29,채팅,요금문의,4,미해결,N,AG19
CON0532,C196,2024-10-08,이메일,부가서비스,,완료,Y,AG08
CON0533,C196,2024-05-26,채팅,해지문의,11,완료,Y,AG12
CON0534,C196,2024-02-15,채팅,요금문의,8,완료,N,AG14
CON0535,C197,2024-02-07,채팅,요금문의,8,완료,Y,AG04
CON0536,C197,2024-07-20,채팅,해지문의,12,미해결,N,AG08
CON0537,C198,2024-10-25,앱,요금문의,8,완료,N,AG16
CON0538,C198,2024-03-08,채팅,요금문의,5,완료,N,AG14
CON0539,C199,2024-01-27,채팅,요금문의,12,미해결,N,AG20
CON0540,C199,2024-02-09,채팅,장애신고,4,완료,Y,AG04
CON0541,C201,2024-03-15,전화,해지문의,25,완료,N,AG08
CON0542,C201,2024-05-17,채팅,해지문의,7,완료,N,AG08
CON0543,C201,2024-06-21,전화,요금문의,10,완료,N,AG04
CON0544,C201,2024-10-30,전화,장애신고,7,완료,N,AG01
CON0545,C202,2024-02-23,전화,기타,9,완료,N,AG15
CON0546,C202,2024-05-07,전화,요금문의,24,완료,N,AG09
CON0547,C203,2024-07-22,앱,부가서비스,6,완료,Y,AG14
CON0548,C203,2024-02-14,전화,해지문의,23,완료,N,AG11
CON0549,C204,2024-12-13,이메일,기타,,완료,N,AG13
CON0550,C204,2024-10-02,전화,요금문의,11,완료,N,AG04
CON0551,C204,2024-09-08,채팅,장애신고,8,재문의,N,AG13
CON0552,C204,2024-07-06,채팅,명의변경,2,완료,N,AG13
CON0553,C205,2024-04-23,전화,해지문의,14,완료,N,AG17
CON0554,C206,2024-07-30,전화,기타,26,재문의,N,AG09
CON0555,C207,2024-09-15,전화,장애신고,13,완료,Y,AG10
CON0556,C207,2024-09-13,전화,기타,13,완료,Y,AG06
CON0557,C207,2024-09-11,전화,요금문의,11,미해결,N,AG06
CON0558,C207,2024-09-20,전화,부가서비스,21,완료,N,AG04
CON0559,C207,2024-09-02,채팅,해지문의,10,미해결,N,AG17
CON0560,C208,2024-02-08,채팅,명의변경,14,완료,N,AG04
CON0561,C209,2024-06-02,채팅,요금문의,14,완료,Y,AG02
CON0562,C209,2024-09-09,이메일,요금문의,,완료,N,AG09
CON0563,C209,2024-06-05,앱,해지문의,6,완료,N,AG10
CON0564,C209,2024-09-05,전화,요금문의,10,완료,N,AG11
CON0565,C210,2024-03-17,전화,기타,21,미해결,Y,AG13
CON0566,C210,2024-06-03,전화,기타,22,재문의,N,AG02
CON0567,C211,2024-01-11,전화,명의변경,10,완료,N,AG05
CON0568,C211,2024-08-22,전화,장애신고,13,완료,N,AG13
CON0569,C212,2024-10-29,이메일,기타,,완료,N,AG16
CON0570,C212,2024-12-29,앱,요금문의,7,완료,Y,AG12
CON0571,C212,2024-12-23,전화,기타,12,완료,Y,AG05
CON0572,C212,2024-07-08,채팅,명의변경,9,완료,N,AG03
CON0573,C213,2024-06-22,앱,해지문의,8,완료,Y,AG05
CON0574,C214,2024-08-25,이메일,명의변경,,완료,N,AG20
CON0575,C215,2024-12-28,이메일,기타,,완료,Y,AG07
CON0576,C215,2024-11-15,전화,부가서비스,14,완료,Y,AG01
CON0577,C216,2024-02-08,채팅,기타,7,완료,N,AG01
CON0578,C216,2024-01-17,채팅,장애신고,7,완료,N,AG17
CON0579,C217,2024-04-29,채팅,명의변경,5,완료,Y,AG13
CON0580,C217,2024-12-01,전화,기타,16,완료,N,AG13
CON0581,C217,2024-03-21,전화,해지문의,19,미해결,Y,AG11
CON0582,C218,2024-04-14,이메일,명의변경,,완료,N,AG13
CON0583,C218,2024-11-16,전화,해지문의,6,완료,N,AG13
CON0584,C218,2024-05-19,전화,장애신고,22,완료,N,AG17
CON0585,C218,2024-12-09,전화,명의변경,27,완료,N,AG13
CON0586,C219,2024-08-14,앱,부가서비스,4,완료,Y,AG17
CON0587,C219,2024-02-13,전화,요금문의,22,완료,N,AG11
CON0588,C219,2024-06-21,앱,장애신고,4,완료,N,AG03
CON0589,C220,2024-05-26,전화,명의변경,19,재문의,N,AG09
CON0590,C220,2024-10-14,이메일,장애신고,,재문의,Y,AG16
CON0591,C220,2024-04-15,채팅,요금문의,9,완료,Y,AG04
CON0592,C220,2024-05-12,채팅,해지문의,11,미해결,N,AG03
CON0593,C221,2024-02-17,전화,기타,27,완료,N,AG04
CON0594,C221,2024-01-17,채팅,장애신고,4,미해결,N,AG03
CON0595,C221,2024-03-11,전화,명의변경,19,완료,N,AG06
CON0596,C222,2024-07-06,전화,요금문의,23,재문의,N,AG07
CON0597,C222,2024-06-04,전화,장애신고,17,완료,N,AG02
CON0598,C222,2024-06-11,채팅,요금문의,9,미해결,Y,AG20
CON0599,C222,2024-06-23,채팅,해지문의,9,완료,N,AG14
CON0600,C222,2024-05-24,채팅,요금문의,8,재문의,Y,AG06
CON0601,C222,2024-07-04,전화,요금문의,21,완료,N,AG13
CON0602,C222,2024-06-17,전화,해지문의,33,완료,N,AG14
CON0603,C222,2024-06-26,채팅,해지문의,7,완료,Y,AG12
CON0604,C223,2024-01-23,전화,요금문의,15,완료,N,AG18
CON0605,C223,2024-11-08,앱,장애신고,4,미해결,N,AG12
CON0606,C223,2024-12-22,전화,해지문의,18,완료,N,AG02
CON0607,C223,2024-12-19,전화,요금문의,17,완료,Y,AG13
CON0608,C224,2024-09-24,전화,부가서비스,8,완료,N,AG11
CON0609,C224,2024-10-16,이메일,해지문의,,완료,N,AG02
CON0610,C224,2024-10-05,전화,명의변경,17,완료,N,AG02
CON0611,C224,2024-09-21,앱,장애신고,10,완료,N,AG16
CON0612,C224,2024-09-23,전화,명의변경,15,완료,N,AG01
CON0613,C225,2024-10-24,채팅,해지문의,4,완료,Y,AG20
CON0614,C225,2024-11-20,채팅,요금문의,5,완료,Y,AG02
CON0615,C225,2024-11-03,전화,명의변경,18,완료,Y,AG16
CON0616,C225,2024-10-09,채팅,해지문의,9,재문의,Y,AG02
CON0617,C225,2024-10-15,채팅,해지문의,5,미해결,Y,AG01
CON0618,C225,2024-10-09,전화,요금문의,15,미해결,N,AG11
CON0619,C226,2024-06-11,전화,장애신고,22,완료,N,AG10
CON0620,C226,2024-04-04,채팅,명의변경,3,미해결,N,AG14
CON0621,C227,2024-10-23,채팅,요금문의,3,완료,N,AG13
CON0622,C228,2024-09-28,이메일,부가서비스,,미해결,Y,AG13
CON0623,C228,2024-09-01,전화,해지문의,21,완료,N,AG09
CON0624,C228,2024-10-09,이메일,해지문의,,미해결,N,AG06
CON0625,C228,2024-09-23,채팅,기타,6,완료,N,AG03
CON0626,C228,2024-09-11,전화,요금문의,21,재문의,Y,AG05
CON0627,C229,2024-11-18,채팅,장애신고,11,완료,N,AG12
CON0628,C229,2024-10-01,전화,요금문의,28,미해결,N,AG04
CON0629,C229,2024-11-14,전화,기타,19,완료,N,AG13
CON0630,C229,2024-10-29,전화,장애신고,17,재문의,N,AG10
CON0631,C229,2024-10-16,이메일,명의변경,,미해결,Y,AG17
CON0632,C231,2024-06-03,이메일,기타,,미해결,Y,AG13
CON0633,C231,2024-04-16,채팅,장애신고,1,완료,N,AG03
CON0634,C232,2024-09-04,앱,부가서비스,6,완료,N,AG12
CON0635,C232,2024-08-27,전화,기타,13,완료,N,AG07
CON0636,C233,2024-07-26,채팅,장애신고,4,완료,N,AG14
CON0637,C233,2024-12-20,전화,요금문의,12,재문의,N,AG15
CON0638,C233,2024-08-14,전화,해지문의,13,완료,N,AG19
CON0639,C233,2024-05-25,채팅,명의변경,14,완료,N,AG18
CON0640,C234,2024-01-12,전화,기타,14,완료,Y,AG08
CON0641,C234,2024-06-07,채팅,명의변경,8,완료,N,AG20
CON0642,C235,2024-07-25,전화,요금문의,25,완료,N,AG05
CON0643,C235,2024-09-20,이메일,해지문의,,완료,Y,AG05
CON0644,C235,2024-07-05,전화,요금문의,19,완료,N,AG12
CON0645,C235,2024-09-14,전화,요금문의,3,완료,N,AG11
CON0646,C236,2024-03-21,전화,장애신고,15,완료,N,AG14
CON0647,C236,2024-04-15,전화,장애신고,13,완료,N,AG01
CON0648,C236,2024-01-01,전화,기타,12,완료,N,AG03
CON0649,C237,2024-08-02,전화,기타,19,완료,N,AG02
CON0650,C237,2024-03-09,전화,기타,8,미해결,N,AG12
CON0651,C237,2024-01-04,이메일,장애신고,,완료,Y,AG14
CON0652,C239,2024-05-21,이메일,부가서비스,,완료,Y,AG08
CON0653,C240,2024-02-03,채팅,명의변경,6,완료,N,AG19
CON0654,C240,2024-04-10,이메일,장애신고,,완료,N,AG14
CON0655,C240,2024-07-27,전화,부가서비스,21,완료,N,AG13
CON0656,C240,2024-06-22,앱,요금문의,6,재문의,N,AG09
CON0657,C241,2024-06-19,전화,해지문의,19,재문의,N,AG07
CON0658,C242,2024-12-18,앱,부가서비스,4,완료,N,AG10
CON0659,C242,2024-04-18,전화,요금문의,24,완료,N,AG15
CON0660,C242,2024-08-14,채팅,부가서비스,10,완료,N,AG16
CON0661,C243,2024-12-09,앱,명의변경,6,완료,Y,AG04
CON0662,C243,2024-11-24,채팅,기타,10,완료,Y,AG09
CON0663,C244,2024-08-12,앱,기타,6,미해결,N,AG06
CON0664,C244,2024-11-30,전화,요금문의,18,완료,N,AG14
CON0665,C244,2024-02-29,전화,해지문의,13,완료,N,AG07
CON0666,C245,2024-02-13,이메일,장애신고,,미해결,N,AG06
CON0667,C245,2024-08-27,전화,부가서비스,22,완료,Y,AG02
CON0668,C245,2024-03-27,전화,해지문의,11,완료,N,AG17
CON0669,C246,2024-10-13,전화,장애신고,21,완료,N,AG17
CON0670,C246,2024-06-02,전화,명의변경,17,완료,N,AG11
CON0671,C246,2024-08-06,채팅,장애신고,9,완료,N,AG16
CON0672,C247,2024-02-12,채팅,장애신고,7,완료,N,AG12
CON0673,C247,2024-01-20,채팅,장애신고,15,완료,N,AG19
CON0674,C247,2024-03-12,채팅,요금문의,3,완료,Y,AG01
CON0675,C247,2024-09-11,전화,부가서비스,19,완료,N,AG08
CON0676,C248,2024-07-22,전화,기타,22,완료,N,AG03
CON0677,C248,2024-10-15,채팅,명의변경,2,완료,N,AG08
CON0678,C248,2024-09-11,이메일,장애신고,,완료,Y,AG05
CON0679,C248,2024-09-10,전화,요금문의,20,미해결,Y,AG12
CON0680,C249,2024-05-04,전화,요금문의,20,완료,N,AG03
CON0681,C249,2024-01-26,앱,해지문의,9,완료,N,AG16
CON0682,C249,2024-08-09,채팅,요금문의,11,완료,Y,AG09
CON0683,C250,2024-02-24,앱,요금문의,7,완료,Y,AG14
CON0684,C250,2024-01-31,채팅,요금문의,7,완료,N,AG13
CON0685,C250,2024-10-06,전화,부가서비스,19,완료,N,AG09
CON0686,C251,2024-11-20,채팅,기타,12,미해결,Y,AG03
CON0687,C251,2024-11-27,채팅,요금문의,11,완료,N,AG15
CON0688,C251,2024-11-02,전화,해지문의,8,완료,N,AG03
CON0689,C251,2024-10-23,채팅,장애신고,13,완료,N,AG17
CON0690,C251,2024-11-08,채팅,요금문의,13,재문의,N,AG07
CON0691,C251,2024-11-25,이메일,해지문의,,완료,Y,AG10
CON0692,C252,2024-10-10,채팅,기타,8,재문의,N,AG04
CON0693,C252,2024-03-03,이메일,해지문의,,완료,Y,AG08
CON0694,C252,2024-06-01,채팅,해지문의,8,완료,N,AG05
CON0695,C253,2024-02-10,이메일,장애신고,,재문의,N,AG11
CON0696,C253,2024-09-08,전화,기타,20,완료,N,AG14
CON0697,C253,2024-08-30,채팅,기타,11,미해결,Y,AG02
CON0698,C254,2024-05-05,전화,장애신고,18,완료,N,AG16
CON0699,C254,2024-12-25,채팅,요금문의,4,완료,N,AG15
CON0700,C254,2024-02-23,채팅,해지문의,9,완료,Y,AG20
CON0701,C255,2024-05-23,채팅,해지문의,2,완료,N,AG10
CON0702,C255,2024-07-16,전화,장애신고,22,완료,N,AG03
CON0703,C255,2024-05-30,전화,해지문의,18,완료,Y,AG17
CON0704,C255,2024-01-03,전화,명의변경,27,완료,N,AG16
CON0705,C256,2024-12-18,전화,해지문의,19,완료,N,AG08
CON0706,C256,2024-07-01,채팅,장애신고,6,완료,N,AG04
CON0707,C256,2024-01-24,이메일,요금문의,,완료,N,AG04
CON0708,C256,2024-07-09,전화,기타,15,완료,N,AG13
CON0709,C257,2024-07-04,채팅,요금문의,9,재문의,N,AG20
CON0710,C257,2024-10-25,채팅,명의변경,11,완료,Y,AG16
CON0711,C258,2024-08-26,전화,요금문의,11,완료,N,AG15
CON0712,C259,2024-08-13,이메일,요금문의,,완료,Y,AG20
CON0713,C259,2024-12-20,전화,기타,21,완료,Y,AG09
CON0714,C259,2024-01-22,앱,요금문의,4,미해결,N,AG11
CON0715,C260,2024-02-03,전화,기타,27,완료,N,AG08
CON0716,C261,2024-06-10,채팅,장애신고,3,미해결,N,AG20
CON0717,C261,2024-12-17,전화,장애신고,18,재문의,N,AG04
CON0718,C262,2024-02-04,전화,기타,20,완료,N,AG04
CON0719,C262,2024-07-28,전화,요금문의,16,재문의,Y,AG04
CON0720,C263,2024-10-16,전화,장애신고,13,완료,N,AG08
CON0721,C264,2024-01-03,전화,장애신고,21,완료,N,AG20
CON0722,C265,2024-08-22,전화,요금문의,8,완료,N,AG13
CON0723,C265,2024-02-24,전화,장애신고,13,완료,N,AG06
CON0724,C266,2024-12-24,전화,장애신고,4,완료,N,AG13
CON0725,C267,2024-10-15,채팅,명의변경,10,완료,N,AG08
CON0726,C268,2024-02-18,앱,기타,4,재문의,N,AG05
CON0727,C268,2024-11-24,채팅,요금문의,6,완료,Y,AG02
CON0728,C268,2024-10-18,전화,장애신고,14,완료,Y,AG16
CON0729,C268,2024-09-29,채팅,부가서비스,7,완료,N,AG08
CON0730,C269,2024-12-23,앱,요금문의,9,완료,Y,AG17
CON0731,C269,2024-04-16,전화,요금문의,22,완료,N,AG09
CON0732,C269,2024-10-31,전화,해지문의,21,완료,N,AG09
CON0733,C269,2024-06-28,채팅,요금문의,8,완료,Y,AG14
CON0734,C270,2024-02-06,전화,요금문의,18,재문의,N,AG08
CON0735,C270,2024-06-06,전화,명의변경,10,완료,N,AG04
CON0736,C270,2024-08-28,전화,명의변경,22,완료,N,AG14
CON0737,C271,2024-08-22,전화,장애신고,10,재문의,N,AG15
CON0738,C271,2024-12-09,앱,장애신고,8,미해결,N,AG16
CON0739,C271,2024-04-05,전화,장애신고,14,미해결,N,AG03
CON0740,C271,2024-10-25,채팅,기타,6,완료,N,AG16
CON0741,C272,2024-07-17,전화,해지문의,31,완료,N,AG14
CON0742,C272,2024-07-31,전화,요금문의,23,완료,N,AG05
CON0743,C272,2024-08-10,채팅,요금문의,11,완료,N,AG18
CON0744,C272,2024-08-03,앱,부가서비스,7,완료,N,AG19
CON0745,C273,2024-04-07,전화,기타,17,완료,N,AG05
CON0746,C273,2024-04-28,전화,요금문의,18,완료,Y,AG02
CON0747,C273,2024-08-21,이메일,해지문의,,미해결,Y,AG01
CON0748,C274,2024-06-18,앱,요금문의,8,미해결,N,AG18
CON0749,C274,2024-09-19,전화,해지문의,21,완료,N,AG07
CON0750,C274,2024-11-21,채팅,요금문의,6,완료,N,AG20
CON0751,C275,2024-06-22,이메일,해지문의,,완료,N,AG12
CON0752,C275,2024-06-07,이메일,장애신고,,미해결,N,AG18
CON0753,C275,2024-06-06,전화,요금문의,24,완료,N,AG20
CON0754,C275,2024-08-08,이메일,부가서비스,,완료,Y,AG17
CON0755,C276,2024-10-25,전화,해지문의,21,재문의,N,AG19
CON0756,C276,2024-10-27,전화,부가서비스,22,재문의,Y,AG11
CON0757,C276,2024-09-25,전화,장애신고,15,완료,N,AG17
CON0758,C276,2024-09-17,전화,기타,19,완료,N,AG07
CON0759,C276,2024-10-14,전화,해지문의,8,재문의,N,AG15
CON0760,C276,2024-09-13,전화,장애신고,18,완료,N,AG17
CON0761,C277,2024-05-25,전화,명의변경,23,재문의,N,AG12
CON0762,C277,2024-07-22,전화,요금문의,27,미해결,N,AG17
CON0763,C277,2024-02-15,이메일,장애신고,,완료,N,AG08
CON0764,C277,2024-11-23,이메일,해지문의,,미해결,Y,AG16
CON0765,C278,2024-09-15,채팅,해지문의,7,완료,N,AG04
CON0766,C278,2024-08-06,앱,요금문의,11,완료,N,AG13
CON0767,C278,2024-09-19,전화,부가서비스,17,완료,Y,AG15
CON0768,C278,2024-08-24,전화,기타,22,완료,N,AG08
CON0769,C278,2024-09-16,전화,해지문의,8,완료,N,AG15
CON0770,C278,2024-08-28,채팅,부가서비스,6,완료,N,AG04
CON0771,C278,2024-09-06,이메일,해지문의,,미해결,N,AG02
CON0772,C279,2024-06-01,채팅,요금문의,8,완료,N,AG07
CON0773,C280,2024-07-10,전화,부가서비스,21,재문의,N,AG11
CON0774,C280,2024-06-27,전화,요금문의,10,완료,N,AG10
CON0775,C280,2024-07-16,채팅,해지문의,11,미해결,N,AG19
CON0776,C280,2024-07-21,전화,요금문의,19,재문의,N,AG03
CON0777,C280,2024-07-12,이메일,장애신고,,완료,Y,AG09
CON0778,C280,2024-07-02,전화,해지문의,19,완료,N,AG13
CON0779,C281,2024-01-30,채팅,명의변경,8,미해결,Y,AG14
CON0780,C281,2024-10-27,채팅,해지문의,10,완료,N,AG06
CON0781,C281,2024-09-25,채팅,요금문의,10,미해결,N,AG08
CON0782,C282,2024-01-02,전화,해지문의,12,재문의,N,AG06
CON0783,C282,2024-12-03,전화,요금문의,8,미해결,N,AG19
CON0784,C282,2024-06-27,전화,요금문의,24,재문의,Y,AG04
CON0785,C283,2024-08-16,이메일,장애신고,,미해결,N,AG11
CON0786,C283,2024-10-19,이메일,장애신고,,완료,N,AG05
CON0787,C283,2024-08-12,채팅,장애신고,9,완료,N,AG05
CON0788,C284,2024-06-09,앱,장애신고,5,완료,N,AG05
CON0789,C284,2024-12-09,채팅,장애신고,3,완료,N,AG18
CON0790,C284,2024-01-28,전화,요금문의,12,완료,N,AG18
CON0791,C284,2024-07-25,전화,장애신고,28,완료,N,AG09
CON0792,C285,2024-04-14,채팅,요금문의,7,미해결,Y,AG11
CON0793,C285,2024-06-09,이메일,부가서비스,,완료,N,AG13
CON0794,C285,2024-11-18,전화,요금문의,11,완료,N,AG09
CON0795,C286,2024-08-22,채팅,해지문의,9,완료,N,AG19
CON0796,C286,2024-04-07,이메일,해지문의,,미해결,N,AG03
CON0797,C286,2024-03-04,채팅,해지문의,9,재문의,Y,AG07
CON0798,C287,2024-06-18,앱,기타,7,미해결,N,AG03
CON0799,C288,2024-06-03,채팅,해지문의,7,완료,N,AG12
CON0800,C289,2024-07-10,이메일,요금문의,,미해결,N,AG01
CON0801,C289,2024-03-27,전화,요금문의,18,완료,N,AG16
CON0802,C289,2024-10-04,전화,부가서비스,24,완료,N,AG14
