usage_id,customer_id,year_month,data_gb,call_min,billing_amount,service_count,app_login_count
U01489,C125,2024-01,4.15,149,39112,2,7
U01490,C125,2024-02,4.34,172,31554,1,6
U01491,C125,2024-03,8.24,157,30800,0,10
U01492,C125,2024-04,6.5,98,31116,2,3
U01493,C125,2024-05,9.96,104,31059,2,5
U01494,C125,2024-06,9.11,107,31612,1,3
U01495,C125,2024-07,3.56,151,26391,1,6
U01496,C125,2024-08,4.32,166,34100,2,4
U01497,C125,2024-09,3.38,93,25997,1,10
U01498,C125,2024-10,9.96,175,33546,1,7
U01499,C125,2024-11,1.77,71,17306,3,4
U01500,C125,2024-12,5.7,22,28717,0,1
U01501,C126,2024-01,20.42,309,44972,3,6
U01502,C126,2024-02,17.9,249,52130,4,12
U01503,C126,2024-03,20.85,291,49801,1,14
U01504,C126,2024-04,22.35,187,52070,3,14
U01505,C126,2024-05,18.81,215,53590,2,10
U01506,C126,2024-06,12.6,341,55463,2,13
U01507,C126,2024-07,14.93,262,45854,2,15
U01508,C126,2024-08,20.48,194,44786,1,12
U01509,C126,2024-09,20.4,337,57841,3,5
U01510,C126,2024-10,15.69,281,48944,3,9
U01511,C126,2024-11,23.78,185,47412,3,4
U01512,C126,2024-12,20.06,379,54586,2,10
U01513,C127,2024-01,16.75,236,56954,3,6
U01514,C127,2024-02,18.04,221,52627,0,10
U01515,C127,2024-03,20.86,189,51622,1,14
U01516,C127,2024-04,15.03,159,48505,2,1
U01517,C127,2024-05,22.08,254,51100,2,4
U01518,C127,2024-06,18.99,268,42684,0,5
U01519,C127,2024-07,13.32,189,49350,1,5
U01520,C127,2024-08,6.39,122,41081,1,11
U01521,C127,2024-09,4.14,12,51520,2,0
U01522,C127,2024-10,0.53,0,48891,3,2
U01523,C127,2024-11,0.1,69,45004,3,6
U01524,C127,2024-12,0.1,106,47982,1,0
U01525,C128,2024-01,8.69,224,36644,2,6
U01526,C128,2024-02,23.48,176,50629,2,12
U01527,C128,2024-03,21.72,235,49237,0,7
U01528,C128,2024-04,22.03,284,47331,2,3
U01529,C128,2024-05,10.92,84,48448,1,11
U01530,C128,2024-06,8.84,98,52579,2,1
U01531,C128,2024-07,5.54,24,49514,3,1
U01532,C128,2024-08,0.1,0,52917,3,2
U01533,C128,2024-09,4.33,0,54977,3,6
U01534,C128,2024-10,0.1,0,43364,1,8
U01535,C128,2024-11,6.49,67,50984,3,4
U01536,C128,2024-12,3.03,55,48607,3,0
U01537,C129,2024-01,6.78,75,33069,0,8
U01538,C129,2024-02,4.0,149,34313,2,6
U01539,C129,2024-03,5.89,160,21889,1,10
U01540,C129,2024-04,3.37,181,32704,2,5
U01541,C129,2024-05,5.03,51,30340,2,5
U01542,C129,2024-06,3.46,71,26482,2,2
U01543,C129,2024-07,0.1,25,32484,1,3
U01544,C129,2024-08,0.1,41,24200,0,2
U01545,C129,2024-09,3.26,0,26282,3,2
U01546,C129,2024-10,0.1,18,27255,1,0
U01547,C129,2024-11,0.1,0,31375,0,0
U01548,C129,2024-12,0.22,0,27504,1,6
U01549,C130,2024-01,18.58,177,54138,2,12
U01550,C130,2024-02,19.96,156,53669,1,5
U01551,C130,2024-03,16.62,187,46359,2,7
U01552,C130,2024-04,14.76,199,45772,3,14
U01553,C130,2024-05,6.71,268,51047,0,0
U01554,C130,2024-06,7.5,58,55432,1,11
U01555,C130,2024-07,3.66,42,43472,1,0
U01556,C130,2024-08,1.06,0,49700,2,0
U01557,C130,2024-09,0.1,7,49517,0,5
U01558,C130,2024-10,0.1,27,53061,3,1
U01559,C130,2024-11,0.1,9,52125,2,2
U01560,C130,2024-12,0.1,0,48734,2,0
U01561,C131,2024-01,4.1,177,30091,2,4
U01562,C131,2024-02,6.89,111,30410,1,3
U01563,C131,2024-03,4.63,87,26963,0,9
U01564,C131,2024-04,5.12,2,33924,3,0
U01565,C131,2024-05,5.71,106,16540,1,8
U01566,C131,2024-06,3.7,103,23891,1,13
U01567,C131,2024-07,2.18,134,33998,1,9
U01568,C131,2024-08,2.34,92,35060,1,1
U01569,C131,2024-09,0.1,37,30714,0,0
U01570,C131,2024-10,0.1,0,26756,1,3
U01571,C131,2024-11,0.1,21,42264,1,0
U01572,C131,2024-12,1.1,90,30354,0,4
U01573,C132,2024-01,42.58,207,88249,5,24
U01574,C132,2024-02,55.93,275,84638,4,20
U01575,C132,2024-03,48.26,222,90270,4,2
U01576,C132,2024-04,60.5,351,79683,5,13
U01577,C132,2024-05,73.75,354,76262,5,16
U01578,C132,2024-06,88.79,250,84875,8,9
U01579,C132,2024-07,66.44,409,89455,7,6
U01580,C132,2024-08,74.78,365,79831,4,17
U01581,C132,2024-09,40.47,438,89294,2,11
U01582,C132,2024-10,56.56,170,82107,5,22
U01583,C132,2024-11,62.04,247,89057,5,19
U01584,C132,2024-12,59.15,189,85092,5,20
U01585,C133,2024-01,27.39,281,80764,2,21
U01586,C133,2024-02,64.64,389,81724,7,20
U01587,C133,2024-03,77.69,278,81475,6,12
U01588,C133,2024-04,56.33,348,81012,6,25
U01589,C133,2024-05,61.35,123,85252,4,14
U01590,C133,2024-06,76.6,412,89757,7,17
U01591,C133,2024-07,73.03,240,90915,5,14
U01592,C133,2024-08,43.76,259,79448,4,16
U01593,C133,2024-09,45.35,325,78846,4,17
U01594,C133,2024-10,39.15,299,84925,3,16
U01595,C133,2024-11,69.54,265,95043,4,19
U01596,C133,2024-12,64.4,358,86302,5,18
U01597,C134,2024-01,6.37,111,30896,0,3
U01598,C134,2024-02,2.57,161,33643,0,3
U01599,C134,2024-03,6.65,58,31995,2,9
U01600,C134,2024-04,6.75,204,23046,0,5
U01601,C134,2024-05,6.67,119,32993,1,7
U01602,C134,2024-06,5.03,55,26562,0,9
U01603,C134,2024-07,4.9,197,25811,1,2
U01604,C134,2024-08,3.53,102,29101,0,2
U01605,C134,2024-09,6.88,135,30955,2,8
U01606,C134,2024-10,5.37,54,26434,1,10
U01607,C134,2024-11,1.19,74,40261,0,8
U01608,C134,2024-12,1.84,43,28355,1,1
U01609,C135,2024-01,4.96,153,31348,2,7
U01610,C135,2024-02,8.79,219,28776,2,8
U01611,C135,2024-03,5.43,90,31609,1,6
U01612,C135,2024-04,8.06,211,16371,1,9
U01613,C135,2024-05,8.3,194,24851,1,12
U01614,C135,2024-06,7.71,168,29295,1,9
U01615,C135,2024-07,6.35,145,32186,1,6
U01616,C135,2024-08,8.43,152,32307,1,5
U01617,C135,2024-09,9.77,165,27581,3,7
U01618,C135,2024-10,10.18,141,30248,0,7
U01619,C135,2024-11,10.28,90,33825,2,0
U01620,C135,2024-12,7.35,114,36967,0,8
U01621,C136,2024-01,6.17,175,33494,2,5
U01622,C136,2024-02,10.7,159,29202,1,9
U01623,C136,2024-03,5.77,115,22219,2,1
U01624,C136,2024-04,5.86,51,35006,2,7
U01625,C136,2024-05,5.67,119,36389,2,4
U01626,C136,2024-06,3.78,160,32474,1,10
U01627,C136,2024-07,6.5,145,34319,1,1
U01628,C136,2024-08,2.82,26,33966,2,3
U01629,C136,2024-09,2.6,155,34939,2,0
U01630,C136,2024-10,5.14,111,32949,2,9
U01631,C136,2024-11,3.4,179,32324,1,5
U01632,C136,2024-12,7.37,200,31017,2,7
U01633,C137,2024-01,19.38,263,51760,1,12
U01634,C137,2024-02,18.62,293,42188,3,11
U01635,C137,2024-03,15.3,318,46670,1,15
U01636,C137,2024-04,17.7,301,55662,3,11
U01637,C137,2024-05,18.23,212,54463,0,16
U01638,C137,2024-06,16.36,273,49416,3,15
U01639,C137,2024-07,16.58,226,42529,2,16
U01640,C137,2024-08,16.81,243,50480,1,8
U01641,C137,2024-09,22.66,169,51270,1,10
U01642,C137,2024-10,18.08,268,54833,2,9
U01643,C137,2024-11,20.79,318,53699,0,11
U01644,C137,2024-12,19.69,299,55336,2,16
U01645,C138,2024-01,25.27,198,51201,0,8
U01646,C138,2024-02,16.37,204,51335,2,10
U01647,C138,2024-03,13.82,167,55088,4,12
U01648,C138,2024-04,19.38,243,45666,2,12
U01649,C138,2024-05,11.54,270,51034,4,7
U01650,C138,2024-06,17.53,225,51757,3,10
U01651,C138,2024-07,15.7,251,46033,2,10
U01652,C138,2024-08,22.96,156,45637,3,5
U01653,C138,2024-09,22.52,172,45244,2,9
U01654,C138,2024-10,9.91,219,49032,3,9
U01655,C138,2024-11,15.38,106,53595,2,11
U01656,C138,2024-12,17.88,221,57586,2,7
U01657,C139,2024-01,6.32,66,32996,2,8
U01658,C139,2024-02,6.38,122,30427,1,7
U01659,C139,2024-03,3.47,115,31397,2,8
U01660,C139,2024-04,6.62,156,30748,1,6
U01661,C139,2024-05,3.86,88,31106,3,13
U01662,C139,2024-06,5.06,161,27800,1,2
U01663,C139,2024-07,6.96,94,32169,0,3
U01664,C139,2024-08,6.31,104,33946,0,1
U01665,C139,2024-09,4.74,93,34587,2,11
U01666,C139,2024-10,3.84,172,29447,1,9
U01667,C139,2024-11,3.59,224,27119,1,9
U01668,C139,2024-12,6.14,111,33130,1,4
U01669,C140,2024-01,17.89,262,50935,0,5
U01670,C140,2024-02,8.52,251,57465,2,12
U01671,C140,2024-03,18.59,134,51521,3,12
U01672,C140,2024-04,17.03,212,48467,0,9
U01673,C140,2024-05,14.51,299,44494,3,12
U01674,C140,2024-06,12.39,165,49735,1,6
U01675,C140,2024-07,18.08,214,53776,3,11
U01676,C140,2024-08,12.45,194,56181,3,0
U01677,C140,2024-09,16.37,173,52582,1,13
U01678,C140,2024-10,15.11,201,49522,1,7
U01679,C140,2024-11,7.22,281,51074,3,8
U01680,C140,2024-12,15.99,184,48231,3,9
U01681,C141,2024-01,66.72,324,89499,3,14
U01682,C141,2024-02,64.48,204,87859,5,15
U01683,C141,2024-03,65.14,189,84925,6,13
U01684,C141,2024-04,50.34,185,92701,3,15
U01685,C141,2024-05,66.31,360,86590,5,12
U01686,C141,2024-06,48.74,231,82437,0,11
U01687,C141,2024-07,53.91,312,78345,1,9
U01688,C141,2024-08,75.89,234,79273,1,4
U01689,C141,2024-09,65.69,345,72310,4,25
U01690,C141,2024-10,54.15,243,81562,4,8
U01691,C141,2024-11,37.25,325,83214,3,6
U01692,C141,2024-12,66.6,260,93010,1,14
U01693,C142,2024-01,48.03,240,77115,2,20
U01694,C142,2024-02,53.04,322,79722,0,22
U01695,C142,2024-03,92.72,270,78539,4,16
U01696,C142,2024-04,59.73,355,78070,4,22
U01697,C142,2024-05,53.73,432,73835,3,11
U01698,C142,2024-06,58.13,272,84563,3,10
U01699,C142,2024-07,44.06,310,84743,2,11
U01700,C142,2024-08,78.83,208,92965,2,13
U01701,C142,2024-09,39.49,347,74938,4,14
U01702,C142,2024-10,33.73,309,83055,4,8
U01703,C142,2024-11,63.01,205,86460,3,17
U01704,C142,2024-12,75.96,281,83202,3,10
U01705,C143,2024-01,20.19,177,46997,2,8
U01706,C143,2024-02,21.48,228,49746,2,11
U01707,C143,2024-03,17.63,144,52591,2,8
U01708,C143,2024-04,19.87,266,49128,1,11
U01709,C143,2024-05,17.65,205,48007,0,14
U01710,C143,2024-06,15.18,179,48009,3,14
U01711,C143,2024-07,22.64,214,51118,3,14
U01712,C143,2024-08,16.41,261,49474,4,9
U01713,C143,2024-09,19.03,367,47327,2,11
U01714,C143,2024-10,21.47,243,46235,0,9
U01715,C143,2024-11,14.54,118,53472,3,9
U01716,C143,2024-12,13.93,176,44968,1,12
U01717,C144,2024-01,13.58,95,42999,2,13
U01718,C144,2024-02,23.37,194,51385,1,8
U01719,C144,2024-03,17.65,200,48457,2,16
U01720,C144,2024-04,13.69,137,53144,1,11
U01721,C144,2024-05,18.86,280,51706,0,14
U01722,C144,2024-06,9.3,242,55812,2,10
U01723,C144,2024-07,19.9,91,59106,3,16
U01724,C144,2024-08,27.28,150,48622,2,9
U01725,C144,2024-09,14.44,359,48767,3,14
U01726,C144,2024-10,15.7,224,54321,1,11
U01727,C144,2024-11,17.79,243,50691,2,16
U01728,C144,2024-12,24.49,254,57146,1,12
U01729,C145,2024-01,6.26,162,27574,2,5
U01730,C145,2024-02,3.78,165,33855,2,9
U01731,C145,2024-03,7.24,220,31043,2,4
U01732,C145,2024-04,2.27,163,35567,0,1
U01733,C145,2024-05,7.01,139,24937,0,11
U01734,C145,2024-06,1.2,84,32402,2,5
U01735,C145,2024-07,5.95,114,31595,0,10
U01736,C145,2024-08,2.95,126,34802,0,11
U01737,C145,2024-09,4.72,173,32430,1,2
U01738,C145,2024-10,5.15,159,24705,0,0
U01739,C145,2024-11,3.32,89,34492,1,6
U01740,C145,2024-12,4.23,134,36204,2,4
U01741,C146,2024-01,37.94,188,82426,1,12
U01742,C146,2024-02,46.72,280,86772,2,6
U01743,C146,2024-03,58.59,195,88522,3,18
U01744,C146,2024-04,32.75,257,83838,9,19
U01745,C146,2024-05,45.95,276,79156,6,3
U01746,C146,2024-06,38.18,294,86349,4,8
U01747,C146,2024-07,38.28,238,82744,4,8
U01748,C146,2024-08,77.59,239,82709,6,11
U01749,C146,2024-09,47.64,239,84694,5,17
U01750,C146,2024-10,49.69,229,83850,3,16
U01751,C146,2024-11,56.23,280,79379,4,15
U01752,C146,2024-12,51.72,475,80015,4,13
U01753,C147,2024-01,41.49,210,76101,1,17
U01754,C147,2024-02,66.27,278,83376,7,12
U01755,C147,2024-03,47.75,312,75193,3,14
U01756,C147,2024-04,76.68,303,86308,3,17
U01757,C147,2024-05,50.55,291,88985,5,12
U01758,C147,2024-06,65.34,315,72343,3,16
U01759,C147,2024-07,52.39,365,86397,4,15
U01760,C147,2024-08,74.0,333,81510,3,12
U01761,C147,2024-09,43.92,275,83974,2,6
U01762,C147,2024-10,57.22,301,84551,4,13
U01763,C147,2024-11,39.56,295,86392,3,8
U01764,C147,2024-12,42.83,219,89658,3,11
U01765,C148,2024-01,13.86,224,51576,2,11
U01766,C148,2024-02,14.87,112,51516,3,7
U01767,C148,2024-03,14.98,322,52017,2,8
U01768,C148,2024-04,13.63,229,52357,1,13
U01769,C148,2024-05,19.67,161,51954,2,10
U01770,C148,2024-06,12.23,236,45759,1,9
U01771,C148,2024-07,20.35,173,49442,3,14
U01772,C148,2024-08,12.02,281,46268,2,11
U01773,C148,2024-09,9.85,200,56795,2,5
U01774,C148,2024-10,27.27,104,49270,2,12
U01775,C148,2024-11,17.13,172,46989,2,13
U01776,C148,2024-12,19.21,218,53745,1,16
U01777,C149,2024-01,7.94,91,28167,3,2
U01778,C149,2024-02,3.15,229,26692,1,3
U01779,C149,2024-03,10.06,140,30449,1,3
U01780,C149,2024-04,9.36,112,32305,0,6
U01781,C149,2024-05,6.97,99,36171,1,6
U01782,C149,2024-06,5.08,157,24239,0,6
U01783,C149,2024-07,6.92,141,31315,2,8
U01784,C149,2024-08,5.77,142,25681,2,4
U01785,C149,2024-09,3.33,172,22400,2,3
U01786,C149,2024-10,5.42,131,33064,0,14
U01787,C149,2024-11,3.49,106,32187,0,1
U01788,C149,2024-12,3.31,116,35463,3,6
U01789,C150,2024-01,7.66,136,21917,1,7
U01790,C150,2024-02,4.12,146,33669,3,6
U01791,C150,2024-03,2.35,197,36641,2,7
U01792,C150,2024-04,5.52,168,30893,0,8
U01793,C150,2024-05,6.33,208,31052,1,7
U01794,C150,2024-06,9.9,215,32222,1,2
U01795,C150,2024-07,3.21,134,29190,2,0
U01796,C150,2024-08,5.77,54,27718,0,9
U01797,C150,2024-09,3.23,38,31374,1,3
U01798,C150,2024-10,0.1,50,32305,0,5
U01799,C150,2024-11,0.1,0,33644,1,0
U01800,C150,2024-12,0.1,50,27086,0,2
U01801,C151,2024-01,13.25,250,53430,1,2
U01802,C151,2024-02,18.87,192,51269,2,7
U01803,C151,2024-03,21.91,100,46671,3,3
U01804,C151,2024-04,17.75,223,49615,2,18
U01805,C151,2024-05,19.02,234,47265,3,14
U01806,C151,2024-06,21.09,183,45293,1,17
U01807,C151,2024-07,10.26,243,55359,2,7
U01808,C151,2024-08,25.43,186,47762,2,10
U01809,C151,2024-09,19.69,169,52218,2,10
U01810,C151,2024-10,17.19,214,49954,2,11
U01811,C151,2024-11,9.11,100,49023,2,1
U01812,C151,2024-12,9.62,63,51852,2,1
U01813,C152,2024-01,20.68,197,44071,3,11
U01814,C152,2024-02,20.23,175,51179,2,9
U01815,C152,2024-03,17.12,216,46023,3,12
U01816,C152,2024-04,19.49,276,47558,4,11
U01817,C152,2024-05,11.3,242,48018,3,11
U01818,C152,2024-06,23.41,235,48260,0,6
U01819,C152,2024-07,14.99,185,51639,3,6
U01820,C152,2024-08,12.04,230,46053,4,8
U01821,C152,2024-09,21.49,103,46646,1,13
U01822,C152,2024-10,12.6,216,49400,3,20
U01823,C152,2024-11,12.76,385,50170,3,15
U01824,C152,2024-12,12.35,199,50933,3,7
U01825,C153,2024-01,89.63,383,80983,3,12
U01826,C153,2024-02,44.29,316,79451,1,24
U01827,C153,2024-03,78.71,253,88554,8,11
U01828,C153,2024-04,74.67,221,93355,3,23
U01829,C153,2024-05,33.78,459,92748,7,22
U01830,C153,2024-06,69.87,318,87336,6,7
U01831,C153,2024-07,42.77,342,90334,6,18
U01832,C153,2024-08,85.51,331,84770,1,15
U01833,C153,2024-09,79.56,240,82817,3,10
U01834,C153,2024-10,46.71,211,84937,4,13
U01835,C153,2024-11,85.38,427,85381,8,11
U01836,C153,2024-12,77.86,243,89728,7,12
U01837,C154,2024-01,50.23,327,77308,4,3
U01838,C154,2024-02,78.7,391,98049,10,19
U01839,C154,2024-03,64.11,228,73215,2,13
U01840,C154,2024-04,71.95,393,90765,4,14
U01841,C154,2024-05,29.77,316,78231,2,10
U01842,C154,2024-06,83.52,335,84325,4,14
U01843,C154,2024-07,69.23,361,81615,6,17
U01844,C154,2024-08,55.92,180,81374,3,8
U01845,C154,2024-09,60.54,292,74146,2,18
U01846,C154,2024-10,60.51,268,77893,10,18
U01847,C154,2024-11,73.66,161,86595,4,12
U01848,C154,2024-12,75.7,278,82129,6,14
U01849,C155,2024-01,14.37,191,52823,3,13
U01850,C155,2024-02,13.95,241,42871,3,8
U01851,C155,2024-03,18.19,234,49189,2,10
U01852,C155,2024-04,19.51,251,53652,4,6
U01853,C155,2024-05,12.25,102,49159,2,7
U01854,C155,2024-06,7.65,296,48019,2,11
U01855,C155,2024-07,20.22,142,48653,3,3
U01856,C155,2024-08,19.12,151,58027,2,0
U01857,C155,2024-09,15.99,149,48457,3,9
U01858,C155,2024-10,16.31,273,58513,1,6
U01859,C155,2024-11,11.05,170,53176,2,15
U01860,C155,2024-12,12.73,175,46300,4,8
U01861,C156,2024-01,6.44,178,29164,1,6
U01862,C156,2024-02,8.13,169,28826,1,6
U01863,C156,2024-03,10.12,195,31599,0,8
U01864,C156,2024-04,6.29,211,26356,1,6
U01865,C156,2024-05,6.55,218,25261,1,7
U01866,C156,2024-06,5.95,111,29756,0,8
U01867,C156,2024-07,5.26,117,28040,1,8
U01868,C156,2024-08,4.54,225,22038,1,5
U01869,C156,2024-09,4.23,214,28574,0,15
U01870,C156,2024-10,6.4,129,34142,0,11
U01871,C156,2024-11,4.0,120,32556,2,5
U01872,C156,2024-12,4.29,133,27248,1,5
U01873,C157,2024-01,12.65,218,53495,3,11
U01874,C157,2024-02,12.51,111,45426,1,4
U01875,C157,2024-03,14.72,97,50066,1,10
U01876,C157,2024-04,11.42,201,49548,2,7
U01877,C157,2024-05,19.41,205,43259,2,10
U01878,C157,2024-06,21.29,187,49742,3,6
U01879,C157,2024-07,14.18,214,48025,2,6
U01880,C157,2024-08,19.96,254,47683,1,6
U01881,C157,2024-09,19.43,187,51704,1,0
U01882,C157,2024-10,15.82,229,51224,3,10
U01883,C157,2024-11,9.46,355,51357,2,12
U01884,C157,2024-12,14.4,176,51768,2,10
U01885,C158,2024-01,10.68,133,42882,4,11
U01886,C158,2024-02,8.18,191,47565,1,9
U01887,C158,2024-03,14.31,233,57058,1,9
U01888,C158,2024-04,12.48,266,44458,3,11
U01889,C158,2024-05,13.89,32,44153,3,13
U01890,C158,2024-06,21.49,236,53490,3,6
U01891,C158,2024-07,7.92,183,55233,3,8
U01892,C158,2024-08,16.92,252,52828,3,4
U01893,C158,2024-09,16.7,183,49752,3,13
U01894,C158,2024-10,5.78,209,51677,1,8
U01895,C158,2024-11,11.93,119,54009,3,9
U01896,C158,2024-12,17.96,223,46990,2,11
U01897,C159,2024-01,9.1,140,35061,2,3
U01898,C159,2024-02,3.94,101,27938,0,4
U01899,C159,2024-03,6.8,138,31953,3,8
U01900,C159,2024-04,2.33,147,28353,1,5
U01901,C159,2024-05,4.78,171,30471,0,1
U01902,C159,2024-06,8.84,133,28185,0,7
U01903,C159,2024-07,3.12,117,35616,1,0
U01904,C159,2024-08,0.1,167,26598,2,1
U01905,C159,2024-09,0.1,0,34124,0,0
U01906,C159,2024-10,0.1,1,30345,1,0
U01907,C159,2024-11,0.67,0,36828,1,0
U01908,C159,2024-12,0.1,47,37350,0,0
U01909,C160,2024-01,4.23,200,26419,0,2
U01910,C160,2024-02,9.62,143,33862,0,1
U01911,C160,2024-03,9.18,162,32883,3,8
U01912,C160,2024-04,5.98,194,35224,2,10
U01913,C160,2024-05,5.93,133,33726,1,9
U01914,C160,2024-06,7.81,68,36120,1,8
U01915,C160,2024-07,7.56,155,26183,0,9
U01916,C160,2024-08,3.58,179,27383,2,6
U01917,C160,2024-09,5.24,133,30145,1,3
U01918,C160,2024-10,6.96,133,26779,0,10
U01919,C160,2024-11,10.55,98,29134,2,3
U01920,C160,2024-12,8.69,190,29692,2,7
U01921,C161,2024-01,12.64,175,53412,1,13
U01922,C161,2024-02,10.07,148,46330,2,14
U01923,C161,2024-03,20.26,219,52530,4,5
U01924,C161,2024-04,18.14,239,49214,2,7
U01925,C161,2024-05,17.21,124,40998,2,10
U01926,C161,2024-06,14.12,186,55315,2,14
U01927,C161,2024-07,14.14,296,49578,2,11
U01928,C161,2024-08,20.2,235,51731,1,15
U01929,C161,2024-09,18.29,204,41481,1,14
U01930,C161,2024-10,16.13,246,55534,1,6
U01931,C161,2024-11,20.89,185,52785,4,10
U01932,C161,2024-12,17.12,198,56512,2,13
U01933,C162,2024-01,5.56,195,34229,2,5
U01934,C162,2024-02,5.95,218,30190,1,9
U01935,C162,2024-03,5.04,106,37521,1,8
U01936,C162,2024-04,5.67,188,34122,1,4
U01937,C162,2024-05,8.24,214,23470,2,15
U01938,C162,2024-06,3.22,132,27902,2,8
U01939,C162,2024-07,2.23,145,35589,1,7
U01940,C162,2024-08,7.73,213,36677,2,15
U01941,C162,2024-09,6.77,57,34394,1,12
U01942,C162,2024-10,4.65,74,25845,2,12
U01943,C162,2024-11,6.57,52,31538,2,2
U01944,C162,2024-12,4.92,142,31510,1,4
U01945,C163,2024-01,17.3,204,52924,2,10
U01946,C163,2024-02,12.67,218,45169,0,0
U01947,C163,2024-03,17.84,291,50653,2,22
U01948,C163,2024-04,11.36,115,48763,3,7
U01949,C163,2024-05,9.51,220,44503,1,9
U01950,C163,2024-06,14.84,199,54311,2,14
U01951,C163,2024-07,11.77,209,54712,1,11
U01952,C163,2024-08,15.44,220,55060,3,16
U01953,C163,2024-09,20.23,105,51251,2,10
U01954,C163,2024-10,18.04,275,50680,2,7
U01955,C163,2024-11,16.08,102,56128,2,12
U01956,C163,2024-12,14.39,102,50871,3,16
U01957,C164,2024-01,32.57,182,85550,2,5
U01958,C164,2024-02,24.99,249,82075,5,10
U01959,C164,2024-03,72.13,280,86105,0,14
U01960,C164,2024-04,33.72,246,84994,3,8
U01961,C164,2024-05,51.46,253,92343,6,11
U01962,C164,2024-06,50.23,194,83985,3,14
U01963,C164,2024-07,67.29,252,77527,4,11
U01964,C164,2024-08,43.29,208,86911,6,16
U01965,C164,2024-09,79.01,196,82970,6,16
U01966,C164,2024-10,78.65,243,80612,6,18
U01967,C164,2024-11,65.45,397,78912,7,4
U01968,C164,2024-12,54.31,343,90664,3,19
U01969,C165,2024-01,13.53,354,52598,3,13
U01970,C165,2024-02,21.98,294,54695,2,9
U01971,C165,2024-03,18.97,109,53133,1,14
U01972,C165,2024-04,16.43,240,45470,2,6
U01973,C165,2024-05,17.82,101,52900,3,5
U01974,C165,2024-06,17.39,296,56257,2,8
U01975,C165,2024-07,8.7,222,60863,3,10
U01976,C165,2024-08,24.87,162,51174,3,13
U01977,C165,2024-09,9.66,249,50229,2,12
U01978,C165,2024-10,20.28,88,57443,0,8
U01979,C165,2024-11,14.41,172,49245,3,4
U01980,C165,2024-12,16.71,144,44328,2,14
U01981,C166,2024-01,6.84,220,34741,2,10
U01982,C166,2024-02,6.62,85,28805,2,7
U01983,C166,2024-03,9.13,166,26877,2,7
U01984,C166,2024-04,5.74,140,27552,2,3
U01985,C166,2024-05,5.27,129,41009,0,6
U01986,C166,2024-06,6.27,65,28923,1,2
U01987,C166,2024-07,12.37,147,34725,1,10
U01988,C166,2024-08,6.6,191,31893,1,10
U01989,C166,2024-09,7.27,100,30806,1,6
U01990,C166,2024-10,5.08,246,25919,0,8
U01991,C166,2024-11,6.7,241,35036,0,6
U01992,C166,2024-12,6.34,173,37459,1,11
U01993,C167,2024-01,6.0,118,26622,2,3
U01994,C167,2024-02,4.3,221,30956,0,4
U01995,C167,2024-03,3.61,145,30086,1,5
U01996,C167,2024-04,6.06,51,32697,1,4
U01997,C167,2024-05,4.41,191,31430,2,7
U01998,C167,2024-06,5.42,207,36315,0,3
U01999,C167,2024-07,5.23,134,30788,0,2
U02000,C167,2024-08,4.5,134,32447,0,9
U02001,C167,2024-09,2.86,160,33892,2,0
U02002,C167,2024-10,6.33,77,33441,0,8
U02003,C167,2024-11,8.67,102,34072,1,12
U02004,C167,2024-12,6.97,26,29625,1,3
U02005,C168,2024-01,4.37,156,30207,1,6
U02006,C168,2024-02,8.72,282,33868,0,9
U02007,C168,2024-03,5.89,192,37152,2,11
U02008,C168,2024-04,7.89,179,27295,0,6
U02009,C168,2024-05,5.02,246,36369,0,11
U02010,C168,2024-06,1.7,42,33878,1,5
U02011,C168,2024-07,4.17,114,36655,3,1
U02012,C168,2024-08,5.37,212,23975,0,8
U02013,C168,2024-09,6.38,176,31836,2,5
U02014,C168,2024-10,7.89,147,32770,0,2
U02015,C168,2024-11,8.31,128,25661,1,5
U02016,C168,2024-12,8.02,60,35222,0,7
U02017,C169,2024-01,21.5,225,52057,2,14
U02018,C169,2024-02,18.46,134,60988,1,14
U02019,C169,2024-03,15.82,262,50955,2,14
U02020,C169,2024-04,21.5,187,48853,2,14
U02021,C169,2024-05,14.35,144,47259,2,12
U02022,C169,2024-06,16.19,176,52256,3,8
U02023,C169,2024-07,21.13,142,49616,2,13
U02024,C169,2024-08,13.23,37,54260,2,6
U02025,C169,2024-09,8.29,272,46066,3,5
U02026,C169,2024-10,10.74,171,54809,1,9
U02027,C169,2024-11,11.61,256,50348,2,6
U02028,C169,2024-12,18.82,100,46695,4,11
U02029,C170,2024-01,8.15,241,29473,0,7
U02030,C170,2024-02,6.03,206,34819,0,1
U02031,C170,2024-03,8.97,145,26420,1,2
U02032,C170,2024-04,4.07,161,30774,0,9
U02033,C170,2024-05,9.84,180,33752,1,9
U02034,C170,2024-06,7.9,131,29480,1,9
U02035,C170,2024-07,7.68,154,32079,1,1
U02036,C170,2024-08,9.61,159,30490,0,2
U02037,C170,2024-09,4.61,129,29379,1,5
U02038,C170,2024-10,8.35,134,28183,0,5
U02039,C170,2024-11,3.46,238,25473,1,6
U02040,C170,2024-12,4.45,134,33900,2,7
U02041,C171,2024-01,18.9,234,45438,1,9
U02042,C171,2024-02,16.59,30,46274,2,12
U02043,C171,2024-03,14.83,219,45313,1,15
U02044,C171,2024-04,18.52,219,48030,0,3
U02045,C171,2024-05,11.37,200,49590,1,12
U02046,C171,2024-06,5.09,250,51281,2,7
